[Ess] Net: DISABLED (Ess.Net.OFF) -- no receiver hijack on NetEventCallback, no wire traffic
[Ess] Net: v0.2.1 ready (EV=5 SLOTS=5 HB=2)
[Ess] registered 'demo_convoy' (Demo: Wreck the Convoy)
[Ess] Contract: loaded (1 contract(s) registered)
[Ess] v0.2.1 ready
[Ess] [roadlog] STARTED -- logging every 0.25s (F11 again to stop)
[Ess] [ROAD] 1  x=2638.71  y=-3.89  z=-1032.05  yaw=131.4
[Ess] [ROAD] 1262  x=1270.36  y=-15.01  z=-2972.56  yaw=97.9
[Ess] [ROAD] 1263  x=1280.73  y=-15.18  z=-2974.01  yaw=97.9
[Ess] [ROAD] 1264  x=1291.13  y=-15.35  z=-2975.25  yaw=94.6
[Ess] [ROAD] 1265  x=1301.57  y=-15.49  z=-2976.17  yaw=94.4
[Ess] [ROAD] 1266  x=1312.00  y=-15.63  z=-2977.00  yaw=94.5
[Ess] [ROAD] 1267  x=1322.45  y=-15.74  z=-2977.82  yaw=94.5
[Ess] [ROAD] 1268  x=1332.93  y=-15.76  z=-2978.63  yaw=94.5
[Ess] [ROAD] 1269  x=1343.40  y=-15.80  z=-2979.46  yaw=94.5
[Ess] [ROAD] 1270  x=1353.81  y=-15.82  z=-2980.26  yaw=93.5
[Ess] [ROAD] 1271  x=1364.41  y=-15.82  z=-2980.81  yaw=91.5
[Ess] [ROAD] 1272  x=1374.78  y=-15.82  z=-2981.14  yaw=91.5
[Ess] [ROAD] 1273  x=1385.30  y=-15.82  z=-2981.43  yaw=91.6
[Ess] [ROAD] 1274  x=1395.75  y=-15.81  z=-2981.71  yaw=91.6
[Ess] [ROAD] 1275  x=1405.71  y=-15.81  z=-2981.99  yaw=91.6
[Ess] [ROAD] 1276  x=1416.13  y=-15.81  z=-2982.27  yaw=91.6
[Ess] [ROAD] 1277  x=1426.60  y=-15.81  z=-2982.56  yaw=91.6
[Ess] [ROAD] 1278  x=1437.06  y=-15.81  z=-2982.85  yaw=91.6
[Ess] [ROAD] 1279  x=1447.55  y=-15.80  z=-2983.14  yaw=91.6
[Ess] [ROAD] 1280  x=1458.02  y=-15.80  z=-2983.44  yaw=91.6
[Ess] [ROAD] 1281  x=1468.54  y=-15.80  z=-2983.59  yaw=88.6
[Ess] [ROAD] 1282  x=1478.53  y=-15.80  z=-2983.42  yaw=88.2
[Ess] [ROAD] 1283  x=1488.82  y=-15.78  z=-2983.30  yaw=92.0
[Ess] [ROAD] 1284  x=1499.26  y=-15.73  z=-2983.72  yaw=95.1
[Ess] [ROAD] 1285  x=1509.69  y=-15.73  z=-2984.57  yaw=94.3
[Ess] [ROAD] 1286  x=1520.11  y=-15.71  z=-2985.02  yaw=87.2
[Ess] [ROAD] 1287  x=1530.59  y=-15.72  z=-2984.68  yaw=86.3
[Ess] [ROAD] 1288  x=1541.05  y=-15.73  z=-2984.08  yaw=86.3
[Ess] [ROAD] 1289  x=1551.46  y=-15.75  z=-2983.14  yaw=80.5
[Ess] [ROAD] 1290  x=1561.82  y=-15.76  z=-2981.52  yaw=79.3
[Ess] [ROAD] 1291  x=1572.27  y=-15.77  z=-2979.62  yaw=79.4
[Ess] [ROAD] 1292  x=1582.56  y=-15.78  z=-2977.71  yaw=79.4
[Ess] [ROAD] 1293  x=1592.79  y=-15.78  z=-2975.81  yaw=79.5
[Ess] [ROAD] 1294  x=1603.17  y=-15.78  z=-2973.87  yaw=79.5
[Ess] [ROAD] 1295  x=1613.41  y=-15.78  z=-2971.97  yaw=79.5
[Ess] [ROAD] 1296  x=1623.73  y=-15.78  z=-2970.05  yaw=79.5
[Ess] [ROAD] 1297  x=1634.05  y=-15.78  z=-2968.13  yaw=79.5
[Ess] [ROAD] 1298  x=1644.34  y=-15.78  z=-2966.22  yaw=79.5
[Ess] [ROAD] 1299  x=1654.65  y=-15.78  z=-2964.31  yaw=79.5
[Ess] [ROAD] 1300  x=1664.99  y=-15.78  z=-2962.40  yaw=79.5
[Ess] [ROAD] 1301  x=1675.31  y=-15.78  z=-2960.57  yaw=81.6
[Ess] [ROAD] 1302  x=1685.64  y=-15.78  z=-2959.09  yaw=83.7
[Ess] [ROAD] 1303  x=1696.11  y=-15.78  z=-2957.86  yaw=82.8
[Ess] [ROAD] 1304  x=1706.48  y=-15.77  z=-2956.54  yaw=82.2
[Ess] [ROAD] 1305  x=1716.92  y=-15.78  z=-2955.14  yaw=82.3
[Ess] [ROAD] 1306  x=1727.26  y=-15.78  z=-2953.74  yaw=82.3
[Ess] [ROAD] 1307  x=1737.68  y=-15.78  z=-2952.33  yaw=82.3
[Ess] [ROAD] 1308  x=1747.86  y=-15.78  z=-2950.95  yaw=82.3
[Ess] [ROAD] 1309  x=1756.88  y=-15.78  z=-2949.73  yaw=82.3
[Ess] [ROAD] 1310  x=1764.64  y=-15.78  z=-2948.67  yaw=82.3
[Ess] [ROAD] 1311  x=1772.28  y=-15.78  z=-2947.64  yaw=82.3
[Ess] [ROAD] 1312  x=1779.82  y=-15.78  z=-2946.62  yaw=82.3
[Ess] [ROAD] 1313  x=1787.29  y=-15.78  z=-2945.60  yaw=82.3
[Ess] [ROAD] 1314  x=1794.60  y=-15.78  z=-2944.61  yaw=82.3
[Ess] [ROAD] 1315  x=1800.71  y=-15.78  z=-2943.79  yaw=82.3
[Ess] [ROAD] 1316  x=1805.32  y=-15.78  z=-2943.16  yaw=82.3
[Ess] [ROAD] 1317  x=1809.32  y=-15.78  z=-2942.57  yaw=79.2
[Ess] [ROAD] 1318  x=1813.36  y=-15.78  z=-2941.52  yaw=66.0
[Ess] [ROAD] 1319  x=1817.23  y=-15.78  z=-2939.49  yaw=46.5
[Ess] [ROAD] 1320  x=1820.03  y=-15.79  z=-2936.60  yaw=24.9
[Ess] [ROAD] 1321  x=1821.54  y=-15.79  z=-2932.84  yaw=0.4
[Ess] [ROAD] 1322  x=1821.79  y=-15.79  z=-2928.57  yaw=-7.2
[Ess] [ROAD] 1323  x=1821.41  y=-15.80  z=-2923.81  yaw=-7.4
[Ess] [ROAD] 1324  x=1820.79  y=-15.81  z=-2918.50  yaw=-7.3
[Ess] [ROAD] 1325  x=1820.19  y=-15.81  z=-2912.83  yaw=-3.3
[Ess] [ROAD] 1326  x=1819.91  y=-15.82  z=-2906.52  yaw=1.7
[Ess] [ROAD] 1327  x=1820.00  y=-15.78  z=-2899.37  yaw=-0.1
[Ess] [ROAD] 1328  x=1819.96  y=-15.85  z=-2891.57  yaw=-1.5
[Ess] [ROAD] 1329  x=1819.79  y=-15.86  z=-2883.12  yaw=-1.4
[Ess] [ROAD] 1330  x=1819.57  y=-15.87  z=-2874.03  yaw=-1.4
[Ess] [ROAD] 1331  x=1819.33  y=-15.88  z=-2864.16  yaw=-1.4
[Ess] [ROAD] 1332  x=1819.08  y=-15.87  z=-2853.93  yaw=-1.4
[Ess] [ROAD] 1333  x=1818.83  y=-15.90  z=-2843.44  yaw=-1.3
[Ess] [ROAD] 1334  x=1818.60  y=-15.89  z=-2832.97  yaw=-0.5
[Ess] [ROAD] 1335  x=1818.76  y=-15.89  z=-2822.48  yaw=5.5
[Ess] [ROAD] 1336  x=1819.76  y=-15.89  z=-2812.09  yaw=8.0
[Ess] [ROAD] 1337  x=1820.87  y=-15.89  z=-2801.69  yaw=3.6
[Ess] [ROAD] 1338  x=1821.58  y=-15.89  z=-2791.72  yaw=3.2
[Ess] [ROAD] 1339  x=1822.21  y=-15.89  z=-2781.10  yaw=3.2
[Ess] [ROAD] 1340  x=1822.80  y=-15.89  z=-2770.79  yaw=3.3
[Ess] [ROAD] 1341  x=1823.40  y=-15.89  z=-2760.24  yaw=3.3
[Ess] [ROAD] 1342  x=1824.00  y=-15.70  z=-2749.71  yaw=3.3
[Ess] [ROAD] 1343  x=1824.63  y=-15.37  z=-2739.37  yaw=4.7
[Ess] [ROAD] 1344  x=1825.74  y=-15.00  z=-2728.94  yaw=10.6
[Ess] [ROAD] 1345  x=1827.71  y=-14.57  z=-2718.59  yaw=14.8
[Ess] [ROAD] 1346  x=1830.34  y=-14.10  z=-2708.52  yaw=16.6
[Ess] [ROAD] 1347  x=1833.15  y=-13.55  z=-2698.37  yaw=14.7
[Ess] [ROAD] 1348  x=1835.72  y=-12.96  z=-2688.69  yaw=14.7
[Ess] [ROAD] 1349  x=1838.40  y=-12.25  z=-2678.50  yaw=14.5
[Ess] [ROAD] 1350  x=1840.75  y=-11.44  z=-2668.21  yaw=8.6
[Ess] [ROAD] 1351  x=1842.43  y=-10.54  z=-2657.98  yaw=7.7
[Ess] [ROAD] 1352  x=1843.81  y=-9.60  z=-2648.13  yaw=7.6
[Ess] [ROAD] 1353  x=1845.07  y=-8.49  z=-2637.79  yaw=5.4
[Ess] [ROAD] 1354  x=1846.03  y=-7.27  z=-2627.40  yaw=2.6
[Ess] [ROAD] 1355  x=1846.36  y=-5.96  z=-2616.96  yaw=-1.1
[Ess] [ROAD] 1356  x=1846.26  y=-4.57  z=-2606.45  yaw=-1.3
[Ess] [ROAD] 1357  x=1845.91  y=-3.13  z=-2596.11  yaw=-4.5
[Ess] [ROAD] 1358  x=1845.15  y=-1.62  z=-2585.66  yaw=-5.2
[Ess] [ROAD] 1359  x=1844.23  y=-0.08  z=-2575.18  yaw=-5.2
[Ess] [ROAD] 1360  x=1843.18  y=1.48  z=-2564.81  yaw=-8.3
[Ess] [ROAD] 1361  x=1841.70  y=3.05  z=-2554.38  yaw=-9.4
[Ess] [ROAD] 1362  x=1840.16  y=4.54  z=-2544.53  yaw=-7.8
[Ess] [ROAD] 1363  x=1838.94  y=6.09  z=-2534.12  yaw=-2.8
[Ess] [ROAD] 1364  x=1838.21  y=7.60  z=-2523.61  yaw=-3.9
[Ess] [ROAD] 1365  x=1837.48  y=9.09  z=-2512.99  yaw=-4.2
[Ess] [ROAD] 1366  x=1836.73  y=10.49  z=-2502.69  yaw=-4.2
[Ess] [ROAD] 1367  x=1835.95  y=11.82  z=-2492.08  yaw=-4.2
[Ess] [ROAD] 1368  x=1835.20  y=13.05  z=-2481.78  yaw=-4.2
[Ess] [ROAD] 1369  x=1834.58  y=14.18  z=-2471.30  yaw=-0.9
[Ess] [ROAD] 1370  x=1834.48  y=15.15  z=-2461.30  yaw=2.2
[Ess] [ROAD] 1371  x=1834.93  y=16.02  z=-2450.89  yaw=5.8
[Ess] [ROAD] 1372  x=1836.00  y=16.58  z=-2440.48  yaw=8.6
[Ess] [ROAD] 1373  x=1837.58  y=16.86  z=-2429.93  yaw=10.5
[Ess] [ROAD] 1374  x=1839.29  y=17.02  z=-2419.75  yaw=8.2
[Ess] [ROAD] 1375  x=1840.77  y=17.11  z=-2409.82  yaw=7.8
[Ess] [ROAD] 1376  x=1842.21  y=17.10  z=-2399.39  yaw=6.9
[Ess] [ROAD] 1377  x=1843.18  y=17.27  z=-2389.47  yaw=0.3
[Ess] [ROAD] 1378  x=1843.22  y=17.85  z=-2379.05  yaw=-4.8
[Ess] [ROAD] 1379  x=1842.10  y=18.66  z=-2368.70  yaw=-14.5
[Ess] [ROAD] 1380  x=1839.35  y=19.72  z=-2358.69  yaw=-22.6
[Ess] [ROAD] 1381  x=1835.62  y=20.92  z=-2349.05  yaw=-22.9
[Ess] [ROAD] 1382  x=1831.49  y=22.19  z=-2339.36  yaw=-25.6
[Ess] [ROAD] 1383  x=1827.02  y=23.38  z=-2329.91  yaw=-26.6
[Ess] [ROAD] 1384  x=1822.19  y=24.43  z=-2320.67  yaw=-31.4
[Ess] [ROAD] 1385  x=1817.08  y=25.34  z=-2312.13  yaw=-33.3
[Ess] [ROAD] 1386  x=1811.51  y=26.25  z=-2303.80  yaw=-36.2
[Ess] [ROAD] 1387  x=1805.32  y=27.17  z=-2295.18  yaw=-36.3
[Ess] [ROAD] 1388  x=1799.22  y=27.99  z=-2286.79  yaw=-34.9
[Ess] [ROAD] 1389  x=1793.35  y=28.78  z=-2278.08  yaw=-30.8
[Ess] [ROAD] 1390  x=1788.11  y=29.46  z=-2268.98  yaw=-24.0
[Ess] [ROAD] 1391  x=1784.01  y=30.03  z=-2259.43  yaw=-16.4
[Ess] [ROAD] 1392  x=1780.82  y=30.42  z=-2249.81  yaw=-18.8
[Ess] [ROAD] 1393  x=1777.50  y=30.35  z=-2239.95  yaw=-19.8
[Ess] [ROAD] 1394  x=1774.09  y=30.36  z=-2229.96  yaw=-16.5
[Ess] [ROAD] 1395  x=1771.17  y=30.38  z=-2219.89  yaw=-14.3
[Ess] [ROAD] 1396  x=1768.39  y=30.41  z=-2209.86  yaw=-16.2
[Ess] [ROAD] 1397  x=1765.48  y=30.45  z=-2199.74  yaw=-16.3
[Ess] [ROAD] 1398  x=1762.56  y=30.49  z=-2189.70  yaw=-16.3
[Ess] [ROAD] 1399  x=1759.65  y=30.54  z=-2179.58  yaw=-14.8
[Ess] [ROAD] 1400  x=1757.17  y=30.57  z=-2169.44  yaw=-10.1
[Ess] [ROAD] 1401  x=1755.36  y=30.61  z=-2159.22  yaw=-6.8
[Ess] [ROAD] 1402  x=1754.31  y=30.64  z=-2148.81  yaw=-0.4
[Ess] [ROAD] 1403  x=1754.24  y=30.65  z=-2138.22  yaw=4.1
[Ess] [ROAD] 1404  x=1754.87  y=30.65  z=-2127.92  yaw=5.2
[Ess] [ROAD] 1405  x=1755.68  y=30.63  z=-2118.23  yaw=5.2
[Ess] [ROAD] 1406  x=1756.54  y=30.15  z=-2108.79  yaw=5.2
[Ess] [ROAD] 1407  x=1757.29  y=29.26  z=-2099.57  yaw=1.7
[Ess] [ROAD] 1408  x=1757.45  y=28.20  z=-2090.14  yaw=-2.3
[Ess] [ROAD] 1409  x=1757.29  y=27.14  z=-2081.02  yaw=1.1
[Ess] [ROAD] 1410  x=1757.81  y=26.04  z=-2072.04  yaw=12.0
[Ess] [ROAD] 1411  x=1759.61  y=25.00  z=-2063.48  yaw=18.5
[Ess] [ROAD] 1412  x=1762.60  y=24.01  z=-2055.23  yaw=30.5
[Ess] [ROAD] 1413  x=1767.48  y=23.02  z=-2047.61  yaw=46.8
[Ess] [ROAD] 1414  x=1774.12  y=22.03  z=-2041.31  yaw=57.8
[Ess] [ROAD] 1415  x=1782.11  y=20.94  z=-2035.59  yaw=54.4
[Ess] [ROAD] 1416  x=1790.29  y=19.82  z=-2029.59  yaw=50.4
[Ess] [ROAD] 1417  x=1798.13  y=18.66  z=-2022.67  yaw=40.3
[Ess] [ROAD] 1418  x=1804.67  y=17.43  z=-2014.57  yaw=27.9
[Ess] [ROAD] 1419  x=1809.79  y=16.36  z=-2005.59  yaw=23.6
[Ess] [ROAD] 1420  x=1813.78  y=15.45  z=-1995.95  yaw=14.0
[Ess] [ROAD] 1421  x=1816.40  y=14.64  z=-1986.00  yaw=10.8
[Ess] [ROAD] 1422  x=1818.51  y=13.72  z=-1975.73  yaw=10.9
[Ess] [ROAD] 1423  x=1820.52  y=12.55  z=-1965.39  yaw=10.9
[Ess] [ROAD] 1424  x=1822.51  y=11.14  z=-1955.16  yaw=11.6
[Ess] [ROAD] 1425  x=1824.77  y=9.63  z=-1945.03  yaw=14.8
[Ess] [ROAD] 1426  x=1827.09  y=8.38  z=-1935.84  yaw=14.9
[Ess] [ROAD] 1427  x=1829.13  y=7.52  z=-1928.10  yaw=15.3
[Ess] [ROAD] 1428  x=1831.04  y=7.10  z=-1921.93  yaw=24.9
[Ess] [ROAD] 1429  x=1833.50  y=6.94  z=-1917.22  yaw=42.1
[Ess] [ROAD] 1430  x=1837.29  y=6.95  z=-1913.03  yaw=53.6
[Ess] [ROAD] 1431  x=1841.68  y=7.09  z=-1909.10  yaw=44.9
[Ess] [ROAD] 1432  x=1845.29  y=7.30  z=-1904.97  yaw=28.4
[Ess] [ROAD] 1433  x=1848.01  y=7.52  z=-1900.27  yaw=20.6
[Ess] [ROAD] 1434  x=1849.76  y=7.73  z=-1895.31  yaw=6.7
[Ess] [ROAD] 1435  x=1850.20  y=7.89  z=-1890.52  yaw=-6.5
[Ess] [ROAD] 1436  x=1849.93  y=7.99  z=-1886.91  yaw=-3.5
[Ess] [ROAD] 1437  x=1849.85  y=8.09  z=-1883.84  yaw=0.7
[Ess] [ROAD] 1438  x=1849.92  y=8.21  z=-1880.85  yaw=4.5
[Ess] [ROAD] 1439  x=1850.30  y=8.34  z=-1877.98  yaw=14.7
[Ess] [ROAD] 1440  x=1851.11  y=9.24  z=-1875.83  yaw=32.0
[Ess] [ROAD] 1441  x=1851.76  y=9.64  z=-1874.08  yaw=46.4
[Ess] [ROAD] 1442  x=1852.11  y=9.90  z=-1872.71  yaw=36.8
[Ess] [ROAD] 1443  x=1852.85  y=9.94  z=-1871.48  yaw=12.7
[Ess] [ROAD] 1444  x=1853.90  y=9.87  z=-1870.17  yaw=-7.0
[Ess] [ROAD] 1445  x=1854.51  y=9.90  z=-1868.70  yaw=-11.1
[Ess] [ROAD] 1446  x=1853.66  y=9.17  z=-1867.95  yaw=14.3
