[Ess] Net: DISABLED (Ess.Net.OFF) -- no receiver hijack on NetEventCallback, no wire traffic
[Ess] Net: v0.2.1 ready (EV=5 SLOTS=5 HB=2)
[Ess] registered 'demo_convoy' (Demo: Wreck the Convoy)
[Ess] Contract: loaded (1 contract(s) registered)
[Ess] v0.2.1 ready
[Ess] [roadlog] STARTED -- logging every 0.25s (F11 again to stop)
[Ess] [ROAD] 1  x=2633.41  y=-3.86  z=-1019.60  yaw=131.9
[Ess] [ROAD] 1269  x=55.28  y=51.04  z=-551.34  yaw=131.1
[Ess] [ROAD] 1270  x=60.68  y=50.33  z=-556.10  yaw=131.1
[Ess] [ROAD] 1271  x=65.66  y=49.75  z=-560.46  yaw=131.2
[Ess] [ROAD] 1272  x=70.62  y=49.20  z=-564.70  yaw=128.7
[Ess] [ROAD] 1273  x=75.43  y=48.84  z=-568.58  yaw=127.1
[Ess] [ROAD] 1274  x=80.41  y=48.63  z=-572.13  yaw=120.9
[Ess] [ROAD] 1275  x=85.76  y=48.59  z=-575.12  yaw=110.0
[Ess] [ROAD] 1276  x=91.32  y=48.60  z=-576.96  yaw=96.9
[Ess] [ROAD] 1277  x=96.92  y=48.60  z=-577.91  yaw=95.3
[Ess] [ROAD] 1278  x=102.43  y=48.60  z=-578.53  yaw=95.3
[Ess] [ROAD] 1279  x=107.96  y=48.60  z=-579.08  yaw=95.3
[Ess] [ROAD] 1280  x=113.49  y=48.60  z=-579.60  yaw=95.3
[Ess] [ROAD] 1281  x=118.18  y=48.60  z=-580.06  yaw=96.8
[Ess] [ROAD] 1282  x=121.21  y=48.60  z=-580.80  yaw=106.7
[Ess] [ROAD] 1283  x=122.77  y=48.60  z=-581.61  yaw=116.2
[Ess] [ROAD] 1284  x=123.94  y=48.60  z=-582.42  yaw=125.7
[Ess] [ROAD] 1285  x=125.17  y=48.60  z=-583.72  yaw=143.1
[Ess] [ROAD] 1286  x=126.49  y=48.60  z=-586.32  yaw=170.8
[Ess] [ROAD] 1287  x=126.87  y=48.58  z=-589.52  yaw=-164.8
[Ess] [ROAD] 1288  x=126.05  y=48.49  z=-592.22  yaw=-143.4
[Ess] [ROAD] 1289  x=123.59  y=48.33  z=-595.11  yaw=-121.1
[Ess] [ROAD] 1290  x=119.57  y=48.42  z=-597.76  yaw=-117.3
[Ess] [ROAD] 1291  x=115.36  y=48.07  z=-600.50  yaw=-127.1
[Ess] [ROAD] 1292  x=111.78  y=47.84  z=-603.64  yaw=-145.5
[Ess] [ROAD] 1293  x=109.30  y=47.49  z=-607.99  yaw=-170.8
[Ess] [ROAD] 1294  x=108.15  y=47.01  z=-613.48  yaw=-179.2
[Ess] [ROAD] 1295  x=107.54  y=46.41  z=-619.98  yaw=-172.1
[Ess] [ROAD] 1296  x=106.25  y=45.63  z=-627.40  yaw=-163.8
[Ess] [ROAD] 1297  x=104.05  y=44.79  z=-635.37  yaw=-163.5
[Ess] [ROAD] 1298  x=101.99  y=43.76  z=-644.14  yaw=-174.5
[Ess] [ROAD] 1299  x=100.90  y=42.51  z=-653.83  yaw=-176.7
[Ess] [ROAD] 1300  x=100.23  y=41.18  z=-664.03  yaw=-178.0
[Ess] [ROAD] 1301  x=99.90  y=39.82  z=-674.39  yaw=-179.4
[Ess] [ROAD] 1302  x=99.76  y=38.31  z=-684.84  yaw=-179.8
[Ess] [ROAD] 1303  x=99.81  y=36.80  z=-695.32  yaw=178.8
[Ess] [ROAD] 1304  x=100.00  y=35.29  z=-705.82  yaw=178.8
[Ess] [ROAD] 1305  x=100.22  y=33.78  z=-716.29  yaw=178.9
[Ess] [ROAD] 1306  x=100.44  y=32.27  z=-726.83  yaw=178.9
[Ess] [ROAD] 1307  x=100.65  y=30.81  z=-737.32  yaw=178.9
[Ess] [ROAD] 1308  x=100.86  y=29.38  z=-747.80  yaw=178.9
[Ess] [ROAD] 1309  x=101.07  y=28.06  z=-758.29  yaw=178.9
[Ess] [ROAD] 1310  x=101.27  y=26.80  z=-768.78  yaw=179.3
[Ess] [ROAD] 1311  x=101.24  y=25.69  z=-779.22  yaw=-177.7
[Ess] [ROAD] 1312  x=100.77  y=24.76  z=-789.69  yaw=-174.4
[Ess] [ROAD] 1313  x=99.62  y=23.89  z=-800.07  yaw=-169.6
[Ess] [ROAD] 1314  x=97.68  y=23.32  z=-810.29  yaw=-164.2
[Ess] [ROAD] 1315  x=94.75  y=22.81  z=-820.29  yaw=-158.5
[Ess] [ROAD] 1316  x=90.93  y=22.64  z=-830.01  yaw=-154.6
[Ess] [ROAD] 1317  x=86.48  y=22.68  z=-839.43  yaw=-152.0
[Ess] [ROAD] 1318  x=81.56  y=23.00  z=-848.70  yaw=-150.2
[Ess] [ROAD] 1319  x=76.38  y=23.47  z=-857.78  yaw=-149.0
[Ess] [ROAD] 1320  x=71.02  y=24.11  z=-866.73  yaw=-148.2
[Ess] [ROAD] 1321  x=65.50  y=24.88  z=-875.63  yaw=-147.6
[Ess] [ROAD] 1322  x=59.88  y=25.72  z=-884.45  yaw=-146.0
[Ess] [ROAD] 1323  x=53.97  y=26.63  z=-893.06  yaw=-143.2
[Ess] [ROAD] 1324  x=47.69  y=27.53  z=-901.47  yaw=-141.4
[Ess] [ROAD] 1325  x=41.12  y=28.38  z=-909.60  yaw=-137.8
[Ess] [ROAD] 1326  x=34.00  y=29.14  z=-917.21  yaw=-132.2
[Ess] [ROAD] 1327  x=26.25  y=29.77  z=-924.22  yaw=-128.4
[Ess] [ROAD] 1328  x=18.06  y=30.32  z=-930.74  yaw=-125.9
[Ess] [ROAD] 1329  x=9.52  y=30.84  z=-936.72  yaw=-119.9
[Ess] [ROAD] 1330  x=0.41  y=31.31  z=-941.83  yaw=-113.8
[Ess] [ROAD] 1331  x=-9.04  y=31.74  z=-946.25  yaw=-115.5
[Ess] [ROAD] 1332  x=-18.50  y=32.15  z=-950.73  yaw=-114.2
[Ess] [ROAD] 1333  x=-28.11  y=32.53  z=-954.75  yaw=-108.2
[Ess] [ROAD] 1334  x=-38.04  y=32.91  z=-958.11  yaw=-107.6
[Ess] [ROAD] 1335  x=-47.97  y=33.27  z=-961.32  yaw=-108.1
[Ess] [ROAD] 1336  x=-57.91  y=33.63  z=-964.57  yaw=-108.1
[Ess] [ROAD] 1337  x=-67.91  y=33.99  z=-967.84  yaw=-108.1
[Ess] [ROAD] 1338  x=-77.97  y=34.37  z=-971.13  yaw=-108.1
[Ess] [ROAD] 1339  x=-87.80  y=34.75  z=-974.35  yaw=-108.1
[Ess] [ROAD] 1340  x=-97.77  y=35.15  z=-977.61  yaw=-108.1
[Ess] [ROAD] 1341  x=-107.73  y=35.58  z=-980.87  yaw=-108.4
[Ess] [ROAD] 1342  x=-117.63  y=36.03  z=-984.35  yaw=-111.2
[Ess] [ROAD] 1343  x=-127.41  y=36.53  z=-988.06  yaw=-111.4
[Ess] [ROAD] 1344  x=-137.13  y=37.06  z=-991.95  yaw=-112.8
[Ess] [ROAD] 1345  x=-146.78  y=37.68  z=-996.05  yaw=-114.7
[Ess] [ROAD] 1346  x=-156.23  y=38.29  z=-1000.41  yaw=-117.0
[Ess] [ROAD] 1347  x=-165.56  y=39.04  z=-1005.13  yaw=-118.9
[Ess] [ROAD] 1348  x=-174.76  y=39.88  z=-1010.23  yaw=-120.4
[Ess] [ROAD] 1349  x=-183.76  y=40.94  z=-1015.53  yaw=-122.2
[Ess] [ROAD] 1350  x=-192.67  y=42.12  z=-1021.11  yaw=-122.9
[Ess] [ROAD] 1351  x=-201.49  y=43.39  z=-1026.78  yaw=-123.5
[Ess] [ROAD] 1352  x=-210.17  y=44.71  z=-1032.66  yaw=-125.3
[Ess] [ROAD] 1353  x=-218.76  y=46.04  z=-1038.68  yaw=-125.4
[Ess] [ROAD] 1354  x=-227.24  y=47.35  z=-1044.83  yaw=-127.0
[Ess] [ROAD] 1355  x=-235.59  y=48.61  z=-1051.20  yaw=-130.1
[Ess] [ROAD] 1356  x=-243.56  y=49.79  z=-1057.95  yaw=-133.9
[Ess] [ROAD] 1357  x=-251.11  y=50.84  z=-1065.19  yaw=-136.0
[Ess] [ROAD] 1358  x=-258.46  y=51.73  z=-1072.69  yaw=-136.0
[Ess] [ROAD] 1359  x=-265.38  y=52.40  z=-1079.81  yaw=-135.9
[Ess] [ROAD] 1360  x=-272.60  y=52.89  z=-1087.26  yaw=-135.9
[Ess] [ROAD] 1361  x=-279.94  y=53.12  z=-1094.84  yaw=-135.9
[Ess] [ROAD] 1362  x=-287.19  y=53.06  z=-1102.33  yaw=-135.9
[Ess] [ROAD] 1363  x=-294.50  y=52.55  z=-1109.88  yaw=-135.9
[Ess] [ROAD] 1364  x=-301.76  y=51.83  z=-1117.42  yaw=-137.3
[Ess] [ROAD] 1365  x=-308.94  y=50.57  z=-1125.08  yaw=-137.8
[Ess] [ROAD] 1366  x=-316.07  y=49.06  z=-1132.85  yaw=-137.7
[Ess] [ROAD] 1367  x=-323.18  y=47.31  z=-1140.65  yaw=-137.7
[Ess] [ROAD] 1368  x=-330.28  y=45.41  z=-1148.43  yaw=-137.6
[Ess] [ROAD] 1369  x=-337.36  y=43.42  z=-1156.19  yaw=-137.6
[Ess] [ROAD] 1370  x=-344.47  y=41.38  z=-1164.00  yaw=-137.6
[Ess] [ROAD] 1371  x=-351.39  y=39.39  z=-1171.91  yaw=-143.9
[Ess] [ROAD] 1372  x=-357.44  y=37.54  z=-1180.35  yaw=-148.9
[Ess] [ROAD] 1373  x=-362.80  y=35.91  z=-1188.87  yaw=-149.9
[Ess] [ROAD] 1374  x=-366.85  y=34.70  z=-1196.46  yaw=-164.0
[Ess] [ROAD] 1375  x=-368.72  y=33.94  z=-1202.78  yaw=-180.0
[Ess] [ROAD] 1376  x=-369.13  y=33.47  z=-1207.59  yaw=-179.2
[Ess] [ROAD] 1377  x=-369.32  y=33.07  z=-1211.69  yaw=-177.7
[Ess] [ROAD] 1378  x=-369.53  y=32.83  z=-1216.14  yaw=-178.2
[Ess] [ROAD] 1379  x=-369.42  y=32.84  z=-1221.14  yaw=171.1
[Ess] [ROAD] 1380  x=-368.24  y=32.84  z=-1226.37  yaw=151.8
[Ess] [ROAD] 1381  x=-365.52  y=32.84  z=-1231.31  yaw=139.8
[Ess] [ROAD] 1382  x=-361.77  y=32.75  z=-1236.21  yaw=139.3
[Ess] [ROAD] 1383  x=-357.39  y=32.48  z=-1241.44  yaw=139.4
[Ess] [ROAD] 1384  x=-352.55  y=32.14  z=-1247.12  yaw=139.4
[Ess] [ROAD] 1385  x=-347.32  y=31.69  z=-1253.38  yaw=143.5
[Ess] [ROAD] 1386  x=-342.40  y=31.13  z=-1260.49  yaw=152.3
[Ess] [ROAD] 1387  x=-338.28  y=30.43  z=-1268.77  yaw=161.9
[Ess] [ROAD] 1388  x=-335.20  y=29.48  z=-1278.00  yaw=166.9
[Ess] [ROAD] 1389  x=-332.40  y=28.05  z=-1287.78  yaw=163.7
[Ess] [ROAD] 1390  x=-329.64  y=26.82  z=-1297.28  yaw=163.3
[Ess] [ROAD] 1391  x=-326.61  y=26.14  z=-1307.13  yaw=161.4
[Ess] [ROAD] 1392  x=-323.12  y=26.20  z=-1316.97  yaw=157.2
[Ess] [ROAD] 1393  x=-319.03  y=26.09  z=-1326.42  yaw=153.0
[Ess] [ROAD] 1394  x=-314.62  y=25.16  z=-1335.79  yaw=149.2
[Ess] [ROAD] 1395  x=-309.50  y=24.05  z=-1344.66  yaw=144.0
[Ess] [ROAD] 1396  x=-303.42  y=22.79  z=-1353.17  yaw=139.3
[Ess] [ROAD] 1397  x=-296.67  y=21.87  z=-1360.99  yaw=134.6
[Ess] [ROAD] 1398  x=-289.17  y=21.39  z=-1368.20  yaw=128.5
[Ess] [ROAD] 1399  x=-281.01  y=21.07  z=-1374.65  yaw=123.2
[Ess] [ROAD] 1400  x=-272.13  y=20.90  z=-1380.14  yaw=113.1
[Ess] [ROAD] 1401  x=-262.98  y=20.85  z=-1384.11  yaw=108.8
[Ess] [ROAD] 1402  x=-253.36  y=20.86  z=-1387.55  yaw=107.6
[Ess] [ROAD] 1403  x=-243.37  y=20.92  z=-1390.56  yaw=104.1
[Ess] [ROAD] 1404  x=-233.25  y=20.98  z=-1393.10  yaw=101.0
[Ess] [ROAD] 1405  x=-222.93  y=21.00  z=-1395.08  yaw=97.9
[Ess] [ROAD] 1406  x=-212.60  y=21.02  z=-1396.42  yaw=94.3
[Ess] [ROAD] 1407  x=-202.25  y=20.94  z=-1397.12  yaw=90.2
[Ess] [ROAD] 1408  x=-191.76  y=20.76  z=-1397.13  yaw=87.2
[Ess] [ROAD] 1409  x=-181.35  y=20.39  z=-1396.63  yaw=85.4
[Ess] [ROAD] 1410  x=-170.97  y=19.93  z=-1395.74  yaw=83.2
[Ess] [ROAD] 1411  x=-160.61  y=19.10  z=-1394.44  yaw=80.5
[Ess] [ROAD] 1412  x=-150.29  y=18.19  z=-1392.79  yaw=80.0
[Ess] [ROAD] 1413  x=-139.85  y=17.03  z=-1390.95  yaw=78.4
[Ess] [ROAD] 1414  x=-129.57  y=15.80  z=-1388.87  yaw=77.7
[Ess] [ROAD] 1415  x=-119.49  y=14.56  z=-1386.59  yaw=75.6
[Ess] [ROAD] 1416  x=-109.41  y=13.29  z=-1384.04  yaw=73.8
[Ess] [ROAD] 1417  x=-99.17  y=12.05  z=-1381.03  yaw=71.6
[Ess] [ROAD] 1418  x=-89.29  y=10.93  z=-1377.69  yaw=69.1
[Ess] [ROAD] 1419  x=-79.65  y=9.96  z=-1373.98  yaw=67.2
[Ess] [ROAD] 1420  x=-70.08  y=9.16  z=-1369.88  yaw=64.7
[Ess] [ROAD] 1421  x=-60.63  y=8.68  z=-1365.35  yaw=62.4
[Ess] [ROAD] 1422  x=-51.42  y=8.75  z=-1360.42  yaw=59.2
[Ess] [ROAD] 1423  x=-42.45  y=8.55  z=-1355.20  yaw=59.0
[Ess] [ROAD] 1424  x=-33.45  y=7.35  z=-1349.92  yaw=59.0
[Ess] [ROAD] 1425  x=-24.52  y=5.23  z=-1344.68  yaw=59.0
[Ess] [ROAD] 1426  x=-15.50  y=2.45  z=-1339.39  yaw=59.1
[Ess] [ROAD] 1427  x=-6.52  y=-0.37  z=-1334.07  yaw=52.9
[Ess] [ROAD] 1428  x=1.19  y=-1.98  z=-1327.73  yaw=32.7
[Ess] [ROAD] 1429  x=7.15  y=-3.50  z=-1320.20  yaw=35.4
[Ess] [ROAD] 1430  x=12.99  y=-4.99  z=-1312.81  yaw=41.4
[Ess] [ROAD] 1431  x=19.36  y=-6.48  z=-1305.47  yaw=42.6
[Ess] [ROAD] 1432  x=26.39  y=-7.93  z=-1298.15  yaw=48.1
[Ess] [ROAD] 1433  x=34.14  y=-9.26  z=-1291.34  yaw=54.3
[Ess] [ROAD] 1434  x=42.71  y=-10.39  z=-1285.30  yaw=60.9
[Ess] [ROAD] 1435  x=51.77  y=-11.23  z=-1280.40  yaw=68.1
[Ess] [ROAD] 1436  x=61.30  y=-11.79  z=-1276.19  yaw=66.3
[Ess] [ROAD] 1437  x=70.93  y=-12.07  z=-1271.93  yaw=64.7
[Ess] [ROAD] 1438  x=80.25  y=-12.14  z=-1267.24  yaw=58.0
[Ess] [ROAD] 1439  x=89.20  y=-12.04  z=-1261.82  yaw=56.8
[Ess] [ROAD] 1440  x=97.89  y=-11.80  z=-1256.20  yaw=55.3
[Ess] [ROAD] 1441  x=106.34  y=-11.46  z=-1249.97  yaw=48.9
[Ess] [ROAD] 1442  x=113.63  y=-11.10  z=-1243.86  yaw=49.5
[Ess] [ROAD] 1443  x=120.05  y=-10.79  z=-1238.99  yaw=61.1
[Ess] [ROAD] 1444  x=126.58  y=-10.50  z=-1235.15  yaw=64.3
[Ess] [ROAD] 1445  x=133.35  y=-10.23  z=-1232.20  yaw=77.3
[Ess] [ROAD] 1446  x=140.70  y=-9.99  z=-1230.82  yaw=92.6
[Ess] [ROAD] 1447  x=148.37  y=-9.81  z=-1231.47  yaw=111.3
[Ess] [ROAD] 1448  x=155.74  y=-9.69  z=-1234.21  yaw=118.7
[Ess] [ROAD] 1449  x=163.49  y=-9.61  z=-1237.72  yaw=110.8
[Ess] [ROAD] 1450  x=172.03  y=-9.54  z=-1241.06  yaw=109.8
[Ess] [ROAD] 1451  x=181.28  y=-9.50  z=-1244.64  yaw=114.8
[Ess] [ROAD] 1452  x=190.48  y=-9.47  z=-1249.02  yaw=120.1
[Ess] [ROAD] 1453  x=199.62  y=-9.45  z=-1254.32  yaw=123.7
[Ess] [ROAD] 1454  x=208.20  y=-9.42  z=-1260.07  yaw=128.0
[Ess] [ROAD] 1455  x=215.84  y=-9.38  z=-1266.50  yaw=142.6
[Ess] [ROAD] 1456  x=221.02  y=-9.32  z=-1273.12  yaw=154.4
[Ess] [ROAD] 1457  x=224.50  y=-9.25  z=-1279.97  yaw=160.2
[Ess] [ROAD] 1458  x=227.27  y=-9.15  z=-1287.07  yaw=161.8
[Ess] [ROAD] 1459  x=229.45  y=-9.05  z=-1294.24  yaw=168.7
[Ess] [ROAD] 1460  x=230.84  y=-8.97  z=-1301.44  yaw=173.9
[Ess] [ROAD] 1461  x=231.78  y=-8.93  z=-1308.97  yaw=174.5
[Ess] [ROAD] 1462  x=232.59  y=-8.93  z=-1317.04  yaw=174.9
[Ess] [ROAD] 1463  x=233.38  y=-8.93  z=-1325.78  yaw=175.1
[Ess] [ROAD] 1464  x=234.41  y=-8.95  z=-1335.33  yaw=172.1
[Ess] [ROAD] 1465  x=235.72  y=-9.31  z=-1345.28  yaw=172.0
[Ess] [ROAD] 1466  x=237.10  y=-9.74  z=-1355.38  yaw=172.1
[Ess] [ROAD] 1467  x=238.57  y=-10.24  z=-1365.87  yaw=171.0
[Ess] [ROAD] 1468  x=240.23  y=-10.74  z=-1376.04  yaw=169.3
[Ess] [ROAD] 1469  x=242.11  y=-11.27  z=-1386.37  yaw=169.3
[Ess] [ROAD] 1470  x=244.02  y=-11.73  z=-1396.64  yaw=170.3
[Ess] [ROAD] 1471  x=245.37  y=-12.27  z=-1406.79  yaw=178.5
[Ess] [ROAD] 1472  x=245.64  y=-12.49  z=-1417.08  yaw=-176.1
[Ess] [ROAD] 1473  x=245.09  y=-12.78  z=-1427.20  yaw=-174.0
[Ess] [ROAD] 1474  x=243.96  y=-13.14  z=-1436.68  yaw=-169.9
[Ess] [ROAD] 1475  x=242.70  y=-13.83  z=-1446.43  yaw=-177.1
[Ess] [ROAD] 1476  x=241.54  y=-15.49  z=-1456.27  yaw=179.1
[Ess] [ROAD] 1477  x=240.81  y=-17.07  z=-1466.31  yaw=178.5
[Ess] [ROAD] 1478  x=240.98  y=-17.30  z=-1476.16  yaw=176.0
[Ess] [ROAD] 1479  x=241.27  y=-17.27  z=-1485.73  yaw=-179.7
[Ess] [ROAD] 1480  x=241.78  y=-17.27  z=-1495.37  yaw=168.5
[Ess] [ROAD] 1481  x=243.75  y=-17.23  z=-1504.58  yaw=161.0
[Ess] [ROAD] 1482  x=246.77  y=-17.17  z=-1514.16  yaw=161.8
[Ess] [ROAD] 1483  x=249.64  y=-17.12  z=-1524.01  yaw=168.4
[Ess] [ROAD] 1484  x=251.69  y=-17.04  z=-1534.21  yaw=173.0
[Ess] [ROAD] 1485  x=253.18  y=-16.98  z=-1544.59  yaw=171.6
[Ess] [ROAD] 1486  x=254.77  y=-16.91  z=-1554.78  yaw=168.9
[Ess] [ROAD] 1487  x=256.99  y=-16.84  z=-1565.00  yaw=161.0
[Ess] [ROAD] 1488  x=260.33  y=-16.78  z=-1574.90  yaw=157.6
[Ess] [ROAD] 1489  x=264.11  y=-16.72  z=-1584.45  yaw=157.6
[Ess] [ROAD] 1490  x=267.95  y=-16.68  z=-1593.83  yaw=157.6
[Ess] [ROAD] 1491  x=271.76  y=-16.69  z=-1603.08  yaw=157.6
[Ess] [ROAD] 1492  x=275.57  y=-16.69  z=-1612.63  yaw=160.3
[Ess] [ROAD] 1493  x=278.93  y=-16.15  z=-1621.83  yaw=161.0
[Ess] [ROAD] 1494  x=282.02  y=-15.17  z=-1630.65  yaw=161.0
[Ess] [ROAD] 1495  x=284.93  y=-14.24  z=-1639.38  yaw=164.8
[Ess] [ROAD] 1496  x=287.10  y=-13.11  z=-1648.17  yaw=174.7
[Ess] [ROAD] 1497  x=287.98  y=-12.21  z=-1657.02  yaw=-179.0
[Ess] [ROAD] 1498  x=288.09  y=-11.35  z=-1665.98  yaw=-177.1
[Ess] [ROAD] 1499  x=287.39  y=-10.59  z=-1674.38  yaw=-166.1
[Ess] [ROAD] 1500  x=285.58  y=-9.83  z=-1682.60  yaw=-163.3
[Ess] [ROAD] 1501  x=283.58  y=-9.30  z=-1690.69  yaw=-169.0
[Ess] [ROAD] 1502  x=281.91  y=-8.71  z=-1698.87  yaw=-169.5
[Ess] [ROAD] 1503  x=279.90  y=-8.23  z=-1707.52  yaw=-163.1
[Ess] [ROAD] 1504  x=277.80  y=-8.01  z=-1716.31  yaw=-171.1
[Ess] [ROAD] 1505  x=276.31  y=-8.06  z=-1724.96  yaw=-172.7
[Ess] [ROAD] 1506  x=275.03  y=-8.05  z=-1734.55  yaw=-174.7
[Ess] [ROAD] 1507  x=274.09  y=-8.05  z=-1744.70  yaw=-176.2
[Ess] [ROAD] 1508  x=273.48  y=-8.05  z=-1755.03  yaw=-179.4
[Ess] [ROAD] 1509  x=273.30  y=-8.05  z=-1765.49  yaw=179.8
[Ess] [ROAD] 1510  x=273.29  y=-8.05  z=-1776.07  yaw=179.2
[Ess] [ROAD] 1511  x=273.50  y=-8.05  z=-1786.47  yaw=177.8
[Ess] [ROAD] 1512  x=273.85  y=-8.05  z=-1796.98  yaw=177.8
[Ess] [ROAD] 1513  x=274.24  y=-8.05  z=-1807.38  yaw=177.9
[Ess] [ROAD] 1514  x=274.63  y=-8.03  z=-1817.93  yaw=177.9
[Ess] [ROAD] 1515  x=274.99  y=-8.04  z=-1828.30  yaw=178.6
[Ess] [ROAD] 1516  x=275.24  y=-8.16  z=-1838.75  yaw=179.5
[Ess] [ROAD] 1517  x=275.21  y=-8.47  z=-1848.72  yaw=-177.5
[Ess] [ROAD] 1518  x=274.78  y=-8.76  z=-1859.20  yaw=-176.9
[Ess] [ROAD] 1519  x=274.27  y=-9.06  z=-1869.78  yaw=-177.4
[Ess] [ROAD] 1520  x=273.61  y=-9.20  z=-1880.15  yaw=-173.9
[Ess] [ROAD] 1521  x=272.60  y=-9.18  z=-1890.65  yaw=-174.4
[Ess] [ROAD] 1522  x=271.61  y=-9.20  z=-1900.96  yaw=-174.6
[Ess] [ROAD] 1523  x=270.70  y=-9.29  z=-1911.36  yaw=-177.3
[Ess] [ROAD] 1524  x=270.21  y=-9.68  z=-1921.79  yaw=-178.6
[Ess] [ROAD] 1525  x=269.87  y=-10.58  z=-1932.12  yaw=-178.6
[Ess] [ROAD] 1526  x=269.53  y=-12.11  z=-1942.53  yaw=-178.7
[Ess] [ROAD] 1527  x=269.25  y=-13.30  z=-1952.97  yaw=-178.6
[Ess] [ROAD] 1528  x=269.00  y=-13.37  z=-1963.44  yaw=-178.6
[Ess] [ROAD] 1529  x=268.75  y=-13.36  z=-1973.85  yaw=-178.6
[Ess] [ROAD] 1530  x=268.39  y=-13.36  z=-1984.29  yaw=176.9
[Ess] [ROAD] 1531  x=268.38  y=-13.36  z=-1994.62  yaw=173.2
[Ess] [ROAD] 1532  x=269.48  y=-13.35  z=-2004.59  yaw=170.7
[Ess] [ROAD] 1533  x=270.94  y=-13.30  z=-2014.93  yaw=174.3
[Ess] [ROAD] 1534  x=271.98  y=-13.28  z=-2025.30  yaw=174.0
[Ess] [ROAD] 1535  x=273.17  y=-13.29  z=-2035.77  yaw=172.2
[Ess] [ROAD] 1536  x=274.69  y=-13.47  z=-2046.04  yaw=167.7
[Ess] [ROAD] 1537  x=276.92  y=-13.53  z=-2056.23  yaw=164.4
[Ess] [ROAD] 1538  x=279.98  y=-13.53  z=-2066.36  yaw=156.5
[Ess] [ROAD] 1539  x=284.32  y=-13.58  z=-2075.65  yaw=145.0
[Ess] [ROAD] 1540  x=289.84  y=-13.63  z=-2084.02  yaw=142.7
[Ess] [ROAD] 1541  x=296.14  y=-13.69  z=-2092.53  yaw=142.8
[Ess] [ROAD] 1542  x=302.24  y=-13.72  z=-2100.66  yaw=144.4
[Ess] [ROAD] 1543  x=307.88  y=-13.70  z=-2109.24  yaw=153.5
[Ess] [ROAD] 1544  x=312.66  y=-13.73  z=-2118.30  yaw=156.7
[Ess] [ROAD] 1545  x=316.53  y=-13.87  z=-2127.68  yaw=164.3
[Ess] [ROAD] 1546  x=319.07  y=-13.83  z=-2137.27  yaw=173.8
[Ess] [ROAD] 1547  x=320.31  y=-13.86  z=-2146.95  yaw=-178.1
[Ess] [ROAD] 1548  x=320.68  y=-13.92  z=-2156.59  yaw=-177.4
[Ess] [ROAD] 1549  x=320.87  y=-13.92  z=-2166.04  yaw=174.4
[Ess] [ROAD] 1550  x=321.62  y=-13.92  z=-2175.43  yaw=175.2
[Ess] [ROAD] 1551  x=321.94  y=-13.88  z=-2184.69  yaw=-176.4
[Ess] [ROAD] 1552  x=321.75  y=-13.59  z=-2193.68  yaw=-179.2
[Ess] [ROAD] 1553  x=321.51  y=-13.98  z=-2202.92  yaw=178.2
[Ess] [ROAD] 1554  x=321.63  y=-13.95  z=-2212.13  yaw=177.6
[Ess] [ROAD] 1555  x=321.93  y=-13.96  z=-2221.05  yaw=177.7
[Ess] [ROAD] 1556  x=322.27  y=-13.87  z=-2230.01  yaw=177.7
[Ess] [ROAD] 1557  x=322.63  y=-13.93  z=-2238.96  yaw=177.8
[Ess] [ROAD] 1558  x=322.93  y=-13.96  z=-2247.82  yaw=-179.7
[Ess] [ROAD] 1559  x=322.81  y=-13.99  z=-2256.67  yaw=-174.8
[Ess] [ROAD] 1560  x=321.87  y=-13.99  z=-2265.51  yaw=-168.8
[Ess] [ROAD] 1561  x=320.14  y=-13.96  z=-2274.44  yaw=-165.6
[Ess] [ROAD] 1562  x=317.83  y=-13.03  z=-2283.66  yaw=-163.7
[Ess] [ROAD] 1563  x=315.00  y=-11.14  z=-2292.76  yaw=-160.1
[Ess] [ROAD] 1564  x=311.84  y=-8.96  z=-2301.62  yaw=-159.6
[Ess] [ROAD] 1565  x=308.57  y=-6.70  z=-2310.37  yaw=-159.6
[Ess] [ROAD] 1566  x=305.31  y=-4.47  z=-2318.93  yaw=-159.7
[Ess] [ROAD] 1567  x=302.48  y=-2.68  z=-2326.63  yaw=-165.4
[Ess] [ROAD] 1568  x=299.86  y=-1.62  z=-2334.43  yaw=-169.1
[Ess] [ROAD] 1569  x=297.50  y=-1.28  z=-2342.07  yaw=-169.5
[Ess] [ROAD] 1570  x=295.41  y=-1.46  z=-2349.97  yaw=-173.1
[Ess] [ROAD] 1571  x=294.46  y=-1.44  z=-2357.76  yaw=176.8
[Ess] [ROAD] 1572  x=294.57  y=-1.23  z=-2365.72  yaw=175.8
[Ess] [ROAD] 1573  x=295.05  y=-0.65  z=-2374.25  yaw=177.8
[Ess] [ROAD] 1574  x=295.08  y=-0.02  z=-2383.45  yaw=-174.6
[Ess] [ROAD] 1575  x=294.60  y=0.81  z=-2393.25  yaw=-178.7
[Ess] [ROAD] 1576  x=294.33  y=1.68  z=-2403.54  yaw=-179.3
[Ess] [ROAD] 1577  x=294.21  y=2.75  z=-2413.97  yaw=179.6
[Ess] [ROAD] 1578  x=294.37  y=3.81  z=-2424.37  yaw=177.8
[Ess] [ROAD] 1579  x=294.73  y=4.89  z=-2434.74  yaw=177.6
[Ess] [ROAD] 1580  x=294.79  y=6.10  z=-2445.10  yaw=-174.4
[Ess] [ROAD] 1581  x=293.96  y=7.31  z=-2455.33  yaw=-172.5
